id|cntrct_id|hc_id|mbr_sqnc_nbr|rcrd_stts_cd|lst_nm|frst_nm|mid_init_nm|gndr_cd|mbr_rltnshp_cd|brth_dt|ssn|address_1|address_2|city|state|zip_1|zip_1|bill_rel|emp_status|emp_hr_dt|src_grp_nmb|src_subgrp_nbr|mbr_incentive_efctv_dt|cfmcn_prod_id|hpcc|incntv_prdct_cd|mbrshp_sor_cd|mbr_status|mbr_incentive_trmn_dt|grp_cvr_fee|reg_pmt_src|token
24|1102000020000|AN3049710|1|SUB|BERRY|DEBBIE| |F|SUB|1972-09-02|110200002|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-01-01|009500010|DDAP|2012-01-01| |006|HPM8|834|00|2014-01-01|0|Group
25|1102000030000|AN3049711|1|SUB|IGLOO|ARNOLD| |M|SUB|1979-09-09|110200003|DO NOT MAIL| |MASON|OH|45040|0000|1|0|2012-01-01|009500010|DDAP|2012-01-01| |006|HPM8|834|00|2014-01-01|0|Group
26|1102000030000|AN3049711|2|DEP|IGLOO|BETTY| |F|SPS|1979-10-09|110200003|DO NOT MAIL| |MASON|OH|45040|0000|1|0|2012-01-01|009500010|DDAP|2012-01-01| |006|HPM8|834|00|2014-01-01|0|Group
27|1102000040000|AN3049712|1|SUB|JELLO|DONNA| |F|SUB|1971-08-01|110200004|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-07-01|009500010|DDAP|2012-07-01| |006|HPM8|834|00|2014-01-01|0|Group
28|1102000040000|AN3049712|2|DEP|JELLO|FREDA| |F|CHD|2001-06-01|110200004|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-07-01|009500010|DDAP|2012-07-01| |006|HPM8|834|00|2014-01-01|0|Group
29|1102000050000|AN3049713|1|SUB|ALABAMA|AL| |M|SUB|1972-08-02|110200005|DO NOT MAIL| |MASON|OH|45040|0000|1|0|2012-07-01|009500010|DDAP|2012-07-01| |6|HPM8|834|00|2014-01-01|0|Group
30|1102000050000|AN3049713|2|DEP|ALABAMA|BONNIE| |F|CHD|1993-12-02|110200005|DO NOT MAIL| |MASON|OH|45040|0000|1|0|2012-07-01|009500010|DDAP|2012-07-01| |6|HPM8|834|00|2014-01-01|0|Group
31|1102000050000|AN3049713|3|DEP|ALABAMA|CARL| |M|CHD|2002-06-02|110200005|DO NOT MAIL| |MASON|OH|45040|0000|1|0|2012-07-01|009500010|DDAP|2012-07-01| |6|HPM8|834|00|2014-01-01|0|Group
32|1102000060000|AN3049714|1|SUB|DELAWARE|JAN| |F|SUB|1975-08-78|110200006|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-10-01|009500010|DDAP|2012-10-01| |6|HPM8|834|00|2014-01-01|0|Group
33|1002000070000|AN3049715|1|SUB|GEORGIA|SAM| |M|SUB|1978-08-08|100200007|DO NOT MAIL| |MASON|OH|45040|0000|1|0|2012-10-01|009500010|DDAP|2012-10-01| |6|HPM8|834|00|2014-01-01|0|Group
34|1002000070000|AN3049715|2|DEP|GEORGIA|TONYA| |F|CHD|1993-12-08|100200007|DO NOT MAIL| |MASON|OH|45040|0000|1|0|2012-10-01|009500010|DDAP|2012-10-01| |6|HPM8|834|00|2014-01-01|0|Group
35|1002000070000|AN3049715|3|DEP|GEORGIA|VICTOR| |M|CHD|2008-06-08|100200007|DO NOT MAIL| |MASON|OH|45040|0000|1|0|2012-10-01|009500010|DDAP|2012-10-01| |6|HPM8|834|00|2014-01-01|0|Group
